review,label
"this visit was n't horrible , but definitely kinda unpleasant .",0
perfect for a nice night out with your sweetheart .,1
love it here !,1
"service is actually friendly , but slow , and all the employees are weird .",0
this place was absolutely awesome .,1
"but truth be told , i 'll probably be back .",0
the romaine is especially pitiful .,0
great food and diner atmosphere .,1
loved it !,1
children _num_ and under are free .,0
incredibly personable and he knew his job well .,1
losing customers because you make them pay for wifi access priceless .,0
we are never going back .,0
get your hosts and servers on the same page !,0
great little bar and pizza restaurant in mt .,1
the fries were super soggy and the pizza was pretty flavorless .,0
how ridiculous for an arcade game company to turn away kids .,0
"when i started to eat , it tasted just as odd .",0
terrible .,0
this place allows you to view hundreds of beers from around the world .,1
i was disappointed the waitress did n't say anything either .,0
i love to take my clothes here .,1
"on top if all of that , the food was absolutely delicious .",1
they have fantastic customer service .,1
and is _num_ dollars a glass .,0
it was like pizza soup in a crust bowl .,0
the ingredients are so fresh and the pizza is so yummy !,1
what i found most annoying was the uncomfortable seating .,0
my son and i then tasted it ... understood the face after that .,0
i 'm nothing if not organized .,0
this place is overpriced and the service is not good at all .,0
best sushi i have ever had comes from this little counter in the strip .,1
"horrible salon ... dirty , also , just as a side note .",0
very well prepared and tasty .,1
the staff is very friendly and helpful .,1
"man , was i wrong .",0
it was _num_ % breading .,0
horrible !,0
"we ordered spider sushi rolls , hawaiian chicken , and general tso chicken .",0
service is terrible .,0
"chris , the store manager is excellent !",1
poor excuse for a gentleman 's store .,0
the place was much less noisy and crowded at my second visit .,0
one year after they cut that route after being there over _num_ years .,0
i only took _num_ bite and did n't want anymore .,0
unbelievable !,1
the candy hut is fun to spend your spare change .,1
i ordered a cannoli on the way out the door and it was fantastic .,1
their naan is super tasty as well .,1
because i really want to like harris grill .,0
see what you can learn while you 're here - you may be surprised !,1
my date ordered a hot sausage hoagie .,0
great work olive or twist !,1
also the driver forgot to bring my drinks .,0
if it were n't so convenient i doubt i 'd go back .,0
my lettuce was drowning in the vinegar .,0
we did n't buy anything but it was fun to shop and look around .,1
not going back .,0
"however , the customer service lacks excellence and the wifi is completely unreliable .",0
i will not go back until they clean up the place .,0
great location !,1
they have a wide selection and now take credit cards .,1
this food was so good !,1
we loved the octopus appetizer .,1
the sangria drinks were great .,1
we were so looking forward to the food but our experience was awful .,0
i would recommend the guided tour .,1
dough as fresh as always .,1
it has real pieces of toasted coconut .,1
disappointment .,0
annoying waiter .,0
you can thank me later !,1
"you could leave a message , but they 'll never get back to you .",0
the meat was very dry and falling apart but not over cooked .,0
it was just really lackluster in my opinion .,0
avoid at all costs !,0
we even liked their brewed coffee a lot .,1
"great selection , tasty salad bar .",1
cant rate the food cause i have n't received any .,0
my whole family goes to him .,1
the apricot and cream cheese pierogies are amazing !,1
"the server takes my plate , and says they would make it right .",0
this place had horrible service .,0
worst tofu scramble ever .,0
i asked the waitress ... did n't this come with the mango salsa topping ?,0
it tasted like nothing .,0
best german food in pittsburgh !,1
patio open in the summer and decent size restaurant .,1
"third , the food was lacking in proper seasoning and without any taste .",0
this place is going downhill fast .,0
boring and expensive .,0
"all things told , though , i would spend my money elsewhere .",0
i 'd recommend them to anyone looking for reliable service !,1
"never , ever use these incompetent people for property management .",0
i say `` some '' turkey wrap because it was really that unimpressive !,0
"overpriced snacks , and the sound on the movie was awful .",0
the stylists are passionate .,1
i have never been treated so badly as a consumer .,0
not worth $ _num_ unfortunately the sausage platter was $ _num_ .,0
seems like she do n't wanted to take care of the customers .,0
the whole experience was absolutely ridiculous .,0
awesome place for families !,1
"always clean , organized and great selection .",1
the service here was fantastic .,1
singapore street noodles .,1
+ _num_ star because they are finally installing air conditioning .,0
"great tortilla , super tender meat , and great flavor .",1
worst meal we 've ever had .,0
no fish .,0
when you love these guys you will love them forever !,1
seafood gumbo was very good .,1
the manager did n't seem to care at all about our situation .,0
terribly salty `` lobster roll '' on greasy bread .,0
"the gravy ( breakfast gravy ) was warm , however everything underneath was cold .",0
"unfortunately , there are only two reviews .",0
so delicious !,1
unbelievable .,0
the baristas are awesome and the coffee is great .,1
definitely recommend this salon !,1
not bad but i have better in the strip .,0
"bingo , could n't have said it better .",0
"comfy , young , hip , worth it .",1
a good spot for a cappuccino on a sunday morning .,1
great meeting .,1
wonderful neighborhood italian restaurant .,1
"so , i am assuming they were delivered by a neighbor .",0
it was just average and did n't really have any taste .,0
"located on liberty street downtown , the theater is easily accessible via public transportation .",1
the only thing i found good was the plain rice .,0
just all around disappointing .,0
"i just kinda stared at her in shock , unable to speak .",0
"great pizza , wings and salads .",1
their margaritas are really good .,1
"at the time , it was the premier cigar shop in the pittsburgh area .",0
the sandwiches come with an awesome coleslaw and fresh cut fries in them .,1
definitely makes it worth checking out .,1
we had about a _num_ minute wait but it was worth it !,1
want to sit in the bar area ?,0
not so great ?,0
awesome joint for some good light food and some amazing beers .,1
